id,name
17986,Course98
17971,Course83
17969,Course81
17896,Course8
17900,Course12
17926,Course38
17979,Course91
17910,Course22
17889,Course1
17914,Course26
17888,Course0
17970,Course82
17933,Course45
17917,Course29
17981,Course93
17936,Course48
17892,Course4
17950,Course62
17957,Course69
17959,Course71
17935,Course47
17913,Course25
17899,Course11
17922,Course34
17948,Course60
17974,Course86
17966,Course78
17893,Course5
17945,Course57
17943,Course55
17983,Course95
17955,Course67
17956,Course68
17918,Course30
17894,Course6
17958,Course70
17911,Course23
17940,Course52
17928,Course40
17931,Course43
17902,Course14
17973,Course85
17967,Course79
17915,Course27
17962,Course74
17949,Course61
17954,Course66
17987,Course99
17891,Course3
17934,Course46
17932,Course44
17972,Course84
17897,Course9
17960,Course72
17921,Course33
17916,Course28
17953,Course65
17890,Course2
17937,Course49
17980,Course92
17912,Course24
17977,Course89
17898,Course10
17905,Course17
17895,Course7
id,name,topic,url,hours
