56172,WebCourse43,topic66,http://example.com/webcourse/59,13
56218,WebCourse89,topic68,http://example.com/webcourse/132,12
56208,WebCourse79,topic106,http://example.com/webcourse/15,12
56154,WebCourse25,topic94,http://example.com/webcourse/45,12
56134,WebCourse5,topic3,http://example.com/webcourse/58,9
56209,WebCourse80,topic119,http://example.com/webcourse/41,13
56152,WebCourse23,topic76,http://example.com/webcourse/63,16
56144,WebCourse15,topic27,http://example.com/webcourse/9,9
56158,WebCourse29,topic3,http://example.com/webcourse/4,12
56202,WebCourse73,topic82,http://example.com/webcourse/129,13
56205,WebCourse76,topic24,http://example.com/webcourse/88,17
56197,WebCourse68,topic125,http://example.com/webcourse/54,16
56167,WebCourse38,topic132,http://example.com/webcourse/66,16
56129,WebCourse0,topic41,http://example.com/webcourse/89,15
56182,WebCourse53,topic46,http://example.com/webcourse/20,10
56226,WebCourse97,topic118,http://example.com/webcourse/96,9
56146,WebCourse17,topic127,http://example.com/webcourse/75,12
56227,WebCourse98,topic81,http://example.com/webcourse/136,16
56217,WebCourse88,topic85,http://example.com/webcourse/141,16
56191,WebCourse62,topic26,http://example.com/webcourse/27,14
56168,WebCourse39,topic68,http://example.com/webcourse/100,17
56223,WebCourse94,topic101,http://example.com/webcourse/71,15
56186,WebCourse57,topic77,http://example.com/webcourse/72,13
56150,WebCourse21,topic74,http://example.com/webcourse/123,12
56185,WebCourse56,topic69,http://example.com/webcourse/96,16
56199,WebCourse70,topic48,http://example.com/webcourse/134,17
56145,WebCourse16,topic36,http://example.com/webcourse/107,14
56140,WebCourse11,topic74,http://example.com/webcourse/138,9
56221,WebCourse92,topic110,http://example.com/webcourse/72,9
56130,WebCourse1,topic107,http://example.com/webcourse/29,16
56211,WebCourse82,topic139,http://example.com/webcourse/88,14
56133,WebCourse4,topic84,http://example.com/webcourse/148,15
56216,WebCourse87,topic39,http://example.com/webcourse/93,12
56173,WebCourse44,topic33,http://example.com/webcourse/33,10
56139,WebCourse10,topic69,http://example.com/webcourse/55,9
56132,WebCourse3,topic82,http://example.com/webcourse/43,14
56143,WebCourse14,topic5,http://example.com/webcourse/90,16
56170,WebCourse41,topic67,http://example.com/webcourse/118,12
56176,WebCourse47,topic82,http://example.com/webcourse/130,14
56225,WebCourse96,topic35,http://example.com/webcourse/78,17
56200,WebCourse71,topic112,http://example.com/webcourse/34,9
56190,WebCourse61,topic78,http://example.com/webcourse/101,12
56137,WebCourse8,topic98,http://example.com/webcourse/134,16
56204,WebCourse75,topic23,http://example.com/webcourse/106,17
56149,WebCourse20,topic28,http://example.com/webcourse/135,11
56159,WebCourse30,topic149,http://example.com/webcourse/86,15
56183,WebCourse54,topic73,http://example.com/webcourse/101,9
56162,WebCourse33,topic14,http://example.com/webcourse/92,12
56160,WebCourse31,topic143,http://example.com/webcourse/35,13
56166,WebCourse37,topic71,http://example.com/webcourse/83,11
56165,WebCourse36,topic51,http://example.com/webcourse/140,13
56222,WebCourse93,topic142,http://example.com/webcourse/75,13
56175,WebCourse46,topic140,http://example.com/webcourse/50,13
56151,WebCourse22,topic141,http://example.com/webcourse/34,14
56174,WebCourse45,topic121,http://example.com/webcourse/125,16
56156,WebCourse27,topic137,http://example.com/webcourse/73,10
56155,WebCourse26,topic28,http://example.com/webcourse/147,9
56136,WebCourse7,topic134,http://example.com/webcourse/53,12
56142,WebCourse13,topic73,http://example.com/webcourse/38,14
56184,WebCourse55,topic145,http://example.com/webcourse/31,16
56189,WebCourse60,topic67,http://example.com/webcourse/66,10
56141,WebCourse12,topic119,http://example.com/webcourse/55,17
56138,WebCourse9,topic102,http://example.com/webcourse/58,9
