id,name
45605,Course62
45624,Course81
45614,Course71
45636,Course93
45568,Course25
45612,Course69
45631,Course88
45551,Course8
45560,Course17
45558,Course15
45632,Course89
45549,Course6
45592,Course49
45566,Course23
45635,Course92
45554,Course11
45567,Course24
45570,Course27
45598,Course55
45594,Course51
45597,Course54
45639,Course96
45617,Course74
45555,Course12
45641,Course98
45602,Course59
45590,Course47
45630,Course87
45599,Course56
45629,Course86
45618,Course75
45613,Course70
45638,Course95
45585,Course42
45593,Course50
45604,Course61
45625,Course82
45561,Course18
45642,Course99
45545,Course2
45586,Course43
45595,Course52
45623,Course80
45619,Course76
45546,Course3
45610,Course67
45589,Course46
45576,Course33
45620,Course77
45565,Course22
45609,Course66
45640,Course97
45556,Course13
45553,Course10
45633,Course90
45637,Course94
id,name,topic,url,hours
