id,name
36807,Course20
36870,Course83
36824,Course37
36850,Course63
36877,Course90
36862,Course75
36800,Course13
36818,Course31
36806,Course19
36804,Course17
36816,Course29
36822,Course35
36866,Course79
36819,Course32
36838,Course51
36805,Course18
36879,Course92
36876,Course89
36803,Course16
36814,Course27
36787,Course0
36878,Course91
36839,Course52
36828,Course41
36796,Course9
36834,Course47
36802,Course15
36860,Course73
36861,Course74
36871,Course84
36815,Course28
36855,Course68
36849,Course62
36799,Course12
36852,Course65
36882,Course95
36840,Course53
36817,Course30
36837,Course50
36830,Course43
36886,Course99
36821,Course34
36808,Course21
36859,Course72
36810,Course23
36835,Course48
36820,Course33
36846,Course59
36836,Course49
36869,Course82
36843,Course56
36880,Course93
36829,Course42
36812,Course25
36832,Course45
36790,Course3
36853,Course66
36842,Course55
36793,Course6
36883,Course96
36809,Course22
36875,Course88
36831,Course44
36864,Course77
36884,Course97
36825,Course38
36851,Course64
36823,Course36
36872,Course85
36841,Course54
36865,Course78
36854,Course67
36801,Course14
id,name,topic,url,hours
