id,name
31745,Course90
31734,Course79
31691,Course36
31668,Course13
31663,Course8
31659,Course4
31693,Course38
31746,Course91
31707,Course52
31657,Course2
31747,Course92
31717,Course62
31665,Course10
31725,Course70
31684,Course29
31714,Course59
31718,Course63
31749,Course94
31752,Course97
31703,Course48
31705,Course50
31699,Course44
31660,Course5
31674,Course19
31708,Course53
31728,Course73
31694,Course39
31719,Course64
31689,Course34
31682,Course27
31656,Course1
31716,Course61
31666,Course11
31655,Course0
31713,Course58
31673,Course18
31742,Course87
31690,Course35
31709,Course54
31729,Course74
31664,Course9
31672,Course17
31727,Course72
31735,Course80
31661,Course6
31667,Course12
31710,Course55
31744,Course89
31731,Course76
31743,Course88
31658,Course3
31683,Course28
31692,Course37
31722,Course67
31670,Course15
31754,Course99
31671,Course16
31704,Course49
31680,Course25
31685,Course30
31688,Course33
31697,Course42
31702,Course47
31750,Course95
31678,Course23
id,name,topic,url,hours
