id,name
22930,Course12
22953,Course35
22980,Course62
22990,Course72
22938,Course20
22950,Course32
22998,Course80
22944,Course26
22981,Course63
22959,Course41
22942,Course24
22997,Course79
22971,Course53
22957,Course39
23008,Course90
22918,Course0
22928,Course10
22951,Course33
22933,Course15
22999,Course81
22954,Course36
23006,Course88
22960,Course42
23011,Course93
22991,Course73
22968,Course50
22939,Course21
22934,Course16
22919,Course1
22935,Course17
22963,Course45
22941,Course23
22920,Course2
22965,Course47
22989,Course71
22948,Course30
22975,Course57
23015,Course97
22986,Course68
22972,Course54
23001,Course83
22964,Course46
22984,Course66
22945,Course27
22974,Course56
22969,Course51
22927,Course9
22982,Course64
22992,Course74
22925,Course7
22996,Course78
22952,Course34
23016,Course98
22923,Course5
23010,Course92
22962,Course44
22987,Course69
22955,Course37
22931,Course13
22947,Course29
22979,Course61
22966,Course48
23002,Course84
23004,Course86
22956,Course38
22937,Course19
22949,Course31
23005,Course87
22936,Course18
23000,Course82
id,name,topic,url,hours
