84392,WebCourse7,topic141,http://example.com/webcourse/31,10
84447,WebCourse62,topic24,http://example.com/webcourse/142,16
84471,WebCourse86,topic65,http://example.com/webcourse/21,17
84475,WebCourse90,topic35,http://example.com/webcourse/87,13
84407,WebCourse22,topic140,http://example.com/webcourse/113,9
84409,WebCourse24,topic21,http://example.com/webcourse/135,13
84420,WebCourse35,topic93,http://example.com/webcourse/19,11
84401,WebCourse16,topic126,http://example.com/webcourse/12,10
84404,WebCourse19,topic95,http://example.com/webcourse/5,15
84389,WebCourse4,topic87,http://example.com/webcourse/99,15
84393,WebCourse8,topic53,http://example.com/webcourse/109,17
84422,WebCourse37,topic104,http://example.com/webcourse/44,14
84448,WebCourse63,topic75,http://example.com/webcourse/110,10
84419,WebCourse34,topic84,http://example.com/webcourse/35,15
84402,WebCourse17,topic80,http://example.com/webcourse/148,9
84467,WebCourse82,topic106,http://example.com/webcourse/93,15
84462,WebCourse77,topic34,http://example.com/webcourse/113,17
84395,WebCourse10,topic106,http://example.com/webcourse/139,9
84476,WebCourse91,topic87,http://example.com/webcourse/74,14
84474,WebCourse89,topic150,http://example.com/webcourse/143,15
84437,WebCourse52,topic26,http://example.com/webcourse/37,14
84433,WebCourse48,topic19,http://example.com/webcourse/15,11
84460,WebCourse75,topic133,http://example.com/webcourse/9,10
84484,WebCourse99,topic5,http://example.com/webcourse/114,11
84478,WebCourse93,topic115,http://example.com/webcourse/82,17
84438,WebCourse53,topic51,http://example.com/webcourse/138,15
84435,WebCourse50,topic149,http://example.com/webcourse/147,9
84455,WebCourse70,topic16,http://example.com/webcourse/80,13
84443,WebCourse58,topic101,http://example.com/webcourse/127,11
84411,WebCourse26,topic45,http://example.com/webcourse/119,11
84388,WebCourse3,topic143,http://example.com/webcourse/88,13
84428,WebCourse43,topic15,http://example.com/webcourse/104,9
84451,WebCourse66,topic2,http://example.com/webcourse/135,12
84430,WebCourse45,topic112,http://example.com/webcourse/91,9
84423,WebCourse38,topic97,http://example.com/webcourse/1,11
84441,WebCourse56,topic120,http://example.com/webcourse/1,12
84399,WebCourse14,topic133,http://example.com/webcourse/88,13
84436,WebCourse51,topic34,http://example.com/webcourse/120,9
84386,WebCourse1,topic104,http://example.com/webcourse/94,16
84452,WebCourse67,topic111,http://example.com/webcourse/64,14
84405,WebCourse20,topic137,http://example.com/webcourse/2,9
84445,WebCourse60,topic133,http://example.com/webcourse/30,10
84391,WebCourse6,topic20,http://example.com/webcourse/66,14
84403,WebCourse18,topic124,http://example.com/webcourse/86,17
84463,WebCourse78,topic147,http://example.com/webcourse/66,16
84434,WebCourse49,topic71,http://example.com/webcourse/41,11
84417,WebCourse32,topic146,http://example.com/webcourse/54,12
84461,WebCourse76,topic45,http://example.com/webcourse/129,10
84469,WebCourse84,topic147,http://example.com/webcourse/150,10
84470,WebCourse85,topic109,http://example.com/webcourse/31,13
84444,WebCourse59,topic11,http://example.com/webcourse/48,16
84421,WebCourse36,topic86,http://example.com/webcourse/64,14
84479,WebCourse94,topic36,http://example.com/webcourse/9,16
84410,WebCourse25,topic37,http://example.com/webcourse/136,12
84406,WebCourse21,topic70,http://example.com/webcourse/86,15
84431,WebCourse46,topic12,http://example.com/webcourse/115,13
84414,WebCourse29,topic121,http://example.com/webcourse/53,9
84440,WebCourse55,topic72,http://example.com/webcourse/77,9
84483,WebCourse98,topic98,http://example.com/webcourse/105,16
84481,WebCourse96,topic81,http://example.com/webcourse/19,17
84387,WebCourse2,topic79,http://example.com/webcourse/144,10
84482,WebCourse97,topic63,http://example.com/webcourse/30,9
84442,WebCourse57,topic123,http://example.com/webcourse/135,13
