id,name
84185,Course0
84229,Course44
84193,Course8
84259,Course74
84201,Course16
84277,Course92
84281,Course96
84264,Course79
84267,Course82
84204,Course19
84273,Course88
84213,Course28
84245,Course60
84261,Course76
84233,Course48
84276,Course91
84189,Course4
84214,Course29
84212,Course27
84251,Course66
84266,Course81
84205,Course20
84195,Course10
84253,Course68
84209,Course24
84258,Course73
84260,Course75
84274,Course89
84198,Course13
84206,Course21
84208,Course23
84283,Course98
84252,Course67
84275,Course90
84191,Course6
84242,Course57
84222,Course37
84241,Course56
84246,Course61
84243,Course58
84249,Course64
84234,Course49
84272,Course87
84279,Course94
84228,Course43
84190,Course5
84255,Course70
84278,Course93
84220,Course35
84257,Course72
84211,Course26
84284,Course99
84199,Course14
84203,Course18
84221,Course36
84226,Course41
84269,Course84
84227,Course42
84236,Course51
84230,Course45
84207,Course22
84271,Course86
84223,Course38
84219,Course34
84250,Course65
84202,Course17
id,name,topic,url,hours
