id,name
26651,Course34
26628,Course11
26700,Course83
26653,Course36
26630,Course13
26697,Course80
26660,Course43
26701,Course84
26673,Course56
26657,Course40
26641,Course24
26716,Course99
26710,Course93
26688,Course71
26689,Course72
26691,Course74
26634,Course17
26677,Course60
26667,Course50
26649,Course32
26625,Course8
26647,Course30
26706,Course89
26674,Course57
26696,Course79
26629,Course12
26623,Course6
26633,Course16
26705,Course88
26686,Course69
26654,Course37
26715,Course98
26683,Course66
26671,Course54
26712,Course95
26666,Course49
26624,Course7
26672,Course55
26681,Course64
26638,Course21
26640,Course23
26658,Course41
26663,Course46
26655,Course38
26650,Course33
26643,Course26
26709,Course92
26661,Course44
26618,Course1
26644,Course27
26635,Course18
26627,Course10
26659,Course42
26687,Course70
26668,Course51
26685,Course68
26631,Course14
26646,Course29
id,name,topic,url,hours
