id,name
82431,Course14
82460,Course43
82436,Course19
82435,Course18
82419,Course2
82473,Course56
82443,Course26
82483,Course66
82468,Course51
82433,Course16
82441,Course24
82487,Course70
82437,Course20
82500,Course83
82502,Course85
82418,Course1
82463,Course46
82496,Course79
82498,Course81
82504,Course87
82450,Course33
82513,Course96
82434,Course17
82509,Course92
82503,Course86
82505,Course88
82440,Course23
82465,Course48
82442,Course25
82449,Course32
82486,Course69
82430,Course13
82472,Course55
82445,Course28
82425,Course8
82490,Course73
82461,Course44
82476,Course59
82478,Course61
82446,Course29
82447,Course30
82467,Course50
82475,Course58
82508,Course91
82438,Course21
82456,Course39
82428,Course11
82420,Course3
82482,Course65
82452,Course35
82429,Course12
82432,Course15
82426,Course9
82422,Course5
82444,Course27
82512,Course95
82514,Course97
82457,Course40
82492,Course75
82424,Course7
82471,Course54
82479,Course62
82417,Course0
82421,Course4
82466,Course49
82462,Course45
82474,Course57
82469,Course52
82515,Course98
82495,Course78
82511,Course94
82480,Course63
id,name,topic,url,hours
