id,name
77038,Course42
77092,Course96
77024,Course28
77054,Course58
77033,Course37
77062,Course66
77071,Course75
77061,Course65
77007,Course11
77095,Course99
77089,Course93
77019,Course23
77081,Course85
77080,Course84
77084,Course88
77001,Course5
77012,Course16
77056,Course60
77016,Course20
77048,Course52
77025,Course29
77074,Course78
77031,Course35
77055,Course59
76997,Course1
77076,Course80
77036,Course40
77014,Course18
77060,Course64
77043,Course47
77079,Course83
77008,Course12
77075,Course79
77086,Course90
77091,Course95
77018,Course22
77073,Course77
77044,Course48
77032,Course36
77004,Course8
77070,Course74
77013,Course17
76998,Course2
77005,Course9
77078,Course82
77003,Course7
77053,Course57
77057,Course61
76996,Course0
77069,Course73
77051,Course55
77093,Course97
77023,Course27
77000,Course4
77065,Course69
77072,Course76
77045,Course49
77067,Course71
77041,Course45
77028,Course32
77088,Course92
77068,Course72
77064,Course68
77002,Course6
77010,Course14
77006,Course10
77082,Course86
77026,Course30
77017,Course21
77052,Course56
77090,Course94
id,name,topic,url,hours
