id,name
3681,Course74
3615,Course8
3613,Course6
3610,Course3
3659,Course52
3652,Course45
3646,Course39
3644,Course37
3627,Course20
3673,Course66
3675,Course68
3629,Course22
3667,Course60
3635,Course28
3648,Course41
3701,Course94
3682,Course75
3611,Course4
3636,Course29
3657,Course50
3689,Course82
3690,Course83
3670,Course63
3607,Course0
3679,Course72
3616,Course9
3684,Course77
3618,Course11
3706,Course99
3632,Course25
3700,Course93
3614,Course7
3628,Course21
3617,Course10
3699,Course92
3624,Course17
3703,Course96
3621,Course14
3678,Course71
3688,Course81
3685,Course78
3704,Course97
3612,Course5
3623,Course16
3680,Course73
3637,Course30
3661,Course54
3642,Course35
3608,Course1
3655,Course48
3654,Course47
3649,Course42
3619,Course12
3683,Course76
3677,Course70
3650,Course43
3641,Course34
3633,Course26
3674,Course67
3672,Course65
3676,Course69
3671,Course64
3691,Course84
id,name,topic,url,hours
