id,name
33390,Course1
33480,Course91
33465,Course76
33437,Course48
33400,Course11
33395,Course6
33439,Course50
33438,Course49
33468,Course79
33461,Course72
33443,Course54
33423,Course34
33478,Course89
33470,Course81
33406,Course17
33403,Course14
33460,Course71
33467,Course78
33484,Course95
33446,Course57
33469,Course80
33389,Course0
33483,Course94
33472,Course83
33464,Course75
33413,Course24
33404,Course15
33427,Course38
33474,Course85
33450,Course61
33434,Course45
33415,Course26
33407,Course18
33448,Course59
33457,Course68
33410,Course21
33408,Course19
33394,Course5
33430,Course41
33456,Course67
33441,Course52
33486,Course97
33452,Course63
33405,Course16
33426,Course37
33455,Course66
33411,Course22
33398,Course9
33487,Course98
33444,Course55
33488,Course99
33449,Course60
33393,Course4
33442,Course53
33435,Course46
33479,Course90
33419,Course30
33454,Course65
33412,Course23
33424,Course35
33466,Course77
33463,Course74
33425,Course36
33458,Course69
33475,Course86
id,name,topic,url,hours
