id,name
47320,Course83
47333,Course96
47284,Course47
47248,Course11
47307,Course70
47303,Course66
47330,Course93
47312,Course75
47276,Course39
47264,Course27
47288,Course51
47326,Course89
47238,Course1
47335,Course98
47328,Course91
47250,Course13
47296,Course59
47293,Course56
47247,Course10
47327,Course90
47262,Course25
47281,Course44
47302,Course65
47243,Course6
47280,Course43
47316,Course79
47315,Course78
47294,Course57
47287,Course50
47325,Course88
47300,Course63
47274,Course37
47318,Course81
47291,Course54
47266,Course29
47239,Course2
47241,Course4
47331,Course94
47268,Course31
47285,Course48
47273,Course36
47323,Course86
47237,Course0
47295,Course58
47321,Course84
47240,Course3
47290,Course53
47324,Course87
47310,Course73
47244,Course7
47313,Course76
47311,Course74
47329,Course92
47249,Course12
47272,Course35
47259,Course22
47254,Course17
47246,Course9
47263,Course26
47301,Course64
47283,Course46
47332,Course95
47256,Course19
47253,Course16
47317,Course80
47257,Course20
47292,Course55
47269,Course32
id,name,topic,url,hours
