id,name
42053,Course81
41979,Course7
42048,Course76
41987,Course15
42008,Course36
42019,Course47
42016,Course44
41991,Course19
42020,Course48
41997,Course25
41981,Course9
41983,Course11
42006,Course34
42047,Course75
42028,Course56
41980,Course8
41978,Course6
42002,Course30
42050,Course78
41994,Course22
41982,Course10
42051,Course79
42001,Course29
42018,Course46
42060,Course88
41986,Course14
42022,Course50
42058,Course86
42023,Course51
42017,Course45
41972,Course0
41989,Course17
41998,Course26
42054,Course82
42068,Course96
41995,Course23
41996,Course24
42032,Course60
42027,Course55
41985,Course13
42030,Course58
41984,Course12
42059,Course87
42043,Course71
42044,Course72
41974,Course2
42039,Course67
42062,Course90
41977,Course5
42064,Course92
42067,Course95
41992,Course20
42035,Course63
42033,Course61
42009,Course37
42038,Course66
42007,Course35
42070,Course98
42005,Course33
42010,Course38
42046,Course74
42013,Course41
42045,Course73
42061,Course89
42014,Course42
42029,Course57
id,name,topic,url,hours
