id,name
85955,Course57
85934,Course36
85899,Course1
85944,Course46
85977,Course79
85961,Course63
85952,Course54
85941,Course43
85972,Course74
85988,Course90
85971,Course73
85973,Course75
85901,Course3
85987,Course89
85976,Course78
85898,Course0
85905,Course7
85946,Course48
85914,Course16
85964,Course66
85918,Course20
85958,Course60
85950,Course52
85908,Course10
85949,Course51
85956,Course58
85923,Course25
85928,Course30
85903,Course5
85916,Course18
85907,Course9
85917,Course19
85938,Course40
85920,Course22
85947,Course49
85962,Course64
85930,Course32
85951,Course53
85991,Course93
85912,Course14
85974,Course76
85985,Course87
85970,Course72
85940,Course42
85926,Course28
85948,Course50
85969,Course71
85990,Course92
85954,Course56
85984,Course86
85936,Course38
85953,Course55
85994,Course96
85929,Course31
85921,Course23
85967,Course69
85975,Course77
85910,Course12
85968,Course70
85925,Course27
85902,Course4
85909,Course11
id,name,topic,url,hours
