id,name
60992,Course11
61017,Course36
61047,Course66
61037,Course56
61040,Course59
61032,Course51
61067,Course86
60994,Course13
61011,Course30
61058,Course77
61076,Course95
61071,Course90
61036,Course55
61018,Course37
61033,Course52
61045,Course64
61072,Course91
60991,Course10
61029,Course48
61020,Course39
61015,Course34
61010,Course29
61050,Course69
61009,Course28
61053,Course72
60989,Course8
61056,Course75
61014,Course33
61070,Course89
61039,Course58
61038,Course57
61065,Course84
61008,Course27
61034,Course53
61001,Course20
61068,Course87
61007,Course26
61079,Course98
60988,Course7
61044,Course63
61005,Course24
60987,Course6
61074,Course93
61021,Course40
61016,Course35
61043,Course62
60995,Course14
61062,Course81
60999,Course18
61052,Course71
61064,Course83
61027,Course46
61026,Course45
61042,Course61
61031,Course50
61000,Course19
61023,Course42
61066,Course85
61035,Course54
60993,Course12
61012,Course31
61041,Course60
id,name,topic,url,hours
