id,name
2104,Course90
2066,Course52
2059,Course45
2064,Course50
2100,Course86
2023,Course9
2087,Course73
2049,Course35
2065,Course51
2090,Course76
2108,Course94
2086,Course72
2036,Course22
2043,Course29
2054,Course40
2047,Course33
2030,Course16
2016,Course2
2097,Course83
2067,Course53
2079,Course65
2091,Course77
2089,Course75
2103,Course89
2074,Course60
2060,Course46
2052,Course38
2025,Course11
2077,Course63
2050,Course36
2018,Course4
2078,Course64
2027,Course13
2057,Course43
2038,Course24
2075,Course61
2056,Course42
2032,Course18
2094,Course80
2088,Course74
2034,Course20
2053,Course39
2070,Course56
2044,Course30
2039,Course25
2041,Course27
2042,Course28
2031,Course17
2017,Course3
2061,Course47
2062,Course48
2072,Course58
2096,Course82
2040,Course26
2107,Course93
2109,Course95
2019,Course5
2021,Course7
2045,Course31
2084,Course70
2092,Course78
2069,Course55
2058,Course44
2113,Course99
2082,Course68
2080,Course66
2024,Course10
2083,Course69
id,name,topic,url,hours
