id,name
24942,Course98
24894,Course50
24871,Course27
24915,Course71
24909,Course65
24899,Course55
24912,Course68
24913,Course69
24844,Course0
24920,Course76
24868,Course24
24854,Course10
24930,Course86
24933,Course89
24861,Course17
24918,Course74
24855,Course11
24926,Course82
24893,Course49
24907,Course63
24922,Course78
24858,Course14
24873,Course29
24914,Course70
24943,Course99
24928,Course84
24860,Course16
24875,Course31
24869,Course25
24851,Course7
24896,Course52
24877,Course33
24904,Course60
24936,Course92
24857,Course13
24906,Course62
24934,Course90
24872,Course28
24935,Course91
24887,Course43
24892,Course48
24856,Course12
24905,Course61
24891,Course47
24866,Course22
24941,Course97
24900,Course56
24853,Course9
24932,Course88
24865,Course21
24902,Course58
24888,Course44
24879,Course35
24846,Course2
24901,Course57
24931,Course87
24847,Course3
24889,Course45
24923,Course79
id,name,topic,url,hours
