id,name
78794,Course52
78790,Course48
78777,Course35
78768,Course26
78774,Course32
78786,Course44
78769,Course27
78806,Course64
78836,Course94
78776,Course34
78759,Course17
78770,Course28
78832,Course90
78758,Course16
78804,Course62
78831,Course89
78783,Course41
78781,Course39
78822,Course80
78837,Course95
78778,Course36
78755,Course13
78744,Course2
78780,Course38
78762,Course20
78808,Course66
78798,Course56
78750,Course8
78773,Course31
78792,Course50
78818,Course76
78825,Course83
78817,Course75
78749,Course7
78827,Course85
78829,Course87
78789,Course47
78812,Course70
78810,Course68
78787,Course45
78816,Course74
78796,Course54
78809,Course67
78807,Course65
78838,Course96
78751,Course9
78830,Course88
78754,Course12
78779,Course37
78805,Course63
78793,Course51
78802,Course60
78742,Course0
78748,Course6
78771,Course29
78834,Course92
78746,Course4
78841,Course99
78788,Course46
78821,Course79
78839,Course97
78835,Course93
78814,Course72
78801,Course59
78826,Course84
78764,Course22
id,name,topic,url,hours
