id,name
54295,Course91
54229,Course25
54208,Course4
54257,Course53
54265,Course61
54262,Course58
54273,Course69
54232,Course28
54241,Course37
54284,Course80
54256,Course52
54250,Course46
54216,Course12
54249,Course45
54240,Course36
54210,Course6
54234,Course30
54283,Course79
54261,Course57
54300,Course96
54287,Course83
54301,Course97
54209,Course5
54220,Course16
54207,Course3
54296,Course92
54206,Course2
54227,Course23
54272,Course68
54224,Course20
54293,Course89
54253,Course49
54277,Course73
54270,Course66
54291,Course87
54204,Course0
54248,Course44
54279,Course75
54268,Course64
54259,Course55
54236,Course32
54274,Course70
54211,Course7
54226,Course22
54303,Course99
54278,Course74
54228,Course24
54243,Course39
54218,Course14
54267,Course63
54299,Course95
54213,Course9
54239,Course35
54225,Course21
54263,Course59
54269,Course65
54223,Course19
54242,Course38
54281,Course77
54271,Course67
54217,Course13
54212,Course8
id,name,topic,url,hours
